tower,site_id,match_basis,primary,primary_reason,excluded_reason,tower_lon,tower_lat,lon_index,lat_index,distance_m,utc_offset_hours,utc_offset_source,utc_offset_separation,shortwave_lag_steps,resolution_minutes,record_steps,doi,site_version,igbp,source_file,comment
US-UC2,5289,pool_input_list,True,,,-77.9998,40.7559,12120,4050,385.59198083323497,-5.0,recovered from SW_IN_POT,11.131282964823649,0,30,105216,https://doi.org/10.17190/AMF/2469473,4-7,CVM,AMF_US-UC2_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-UM3,,,False,,no pool site: no site names the tower and its cell holds no pool point,-84.6707,45.5686,11319,4628,,-5.0,recovered from SW_IN_POT,10.856103860766611,0,30,35040,https://doi.org/10.17190/AMF/1881596,5-7,WAT,AMF_US-UM3_FLUXNET_FULLSET_HH_2013-2014_5-7.csv,
US-UMB,4420,named_in_pool,True,,,-84.7138,45.5598,11314,4627,316.9088561832364,-5.0,recovered from SW_IN_POT,10.874595952352772,0,30,175392,https://doi.org/10.17190/AMF/2204882,3-5,DBF,AMF_US-UMB_FLUXNET_FULLSET_HH_2007-2021_3-5.csv,
US-UMd,4421,named_in_pool,True,,,-84.6975,45.5625,11316,4627,129.67269026067387,-5.0,recovered from SW_IN_POT,10.868586933343135,0,30,210432,https://doi.org/10.17190/AMF/1881597,4-6,DBF,AMF_US-UMd_FLUXNET_FULLSET_HH_2007-2023_4-6.csv,
US-UTB,,,False,,no pool site: no site names the tower and its cell holds no pool point,-113.8299,40.7848,7820,4054,,-7.0,recovered from SW_IN_POT,11.102291374802615,0,30,52560,https://doi.org/10.17190/AMF/2469474,3-6,BSV,AMF_US-UTB_FLUXNET_FULLSET_HH_2021-2023_3-6.csv,
US-UTD,5740,pool_input_list,True,,,-109.5952,38.1038,8328,3732,68.93715073987775,-7.0,recovered from SW_IN_POT,11.281713866680224,0,30,35088,https://doi.org/10.17190/AMF/2571139,3-7,CRO,AMF_US-UTD_FLUXNET_FULLSET_HH_2023-2024_3-7.csv,
US-UTE,5806,pool_input_list,True,,,-111.5708,37.7353,8091,3688,244.76093040963804,-7.0,recovered from SW_IN_POT,11.177341154267715,0,30,17568,https://doi.org/10.17190/AMF/2571151,3-7,CRO,AMF_US-UTE_FLUXNET_FULLSET_HH_2024-2024_3-7.csv,
US-UTJ,5890,pool_input_list,True,,,-109.5348,37.2818,8335,3633,377.8655580254201,-7.0,recovered from SW_IN_POT,11.30657447322504,0,30,17568,https://doi.org/10.17190/AMF/2571150,3-7,CRO,AMF_US-UTJ_FLUXNET_FULLSET_HH_2024-2024_3-7.csv,
US-UTP,,,False,,no pool site: no site names the tower and its cell holds no pool point,-112.1013,41.0604,8027,4087,,-7.0,recovered from SW_IN_POT,11.103543961324107,0,30,17568,https://doi.org/10.17190/AMF/2571149,3-7,WET,AMF_US-UTP_FLUXNET_FULLSET_HH_2024-2024_3-7.csv,
US-UTV,5391,pool_input_list,True,,,-109.9546,40.1266,8285,3975,287.86998600976546,-7.0,recovered from SW_IN_POT,11.070069975589776,0,30,35088,https://doi.org/10.17190/AMF/2571143,3-7,CRO,AMF_US-UTV_FLUXNET_FULLSET_HH_2023-2024_3-7.csv,
US-Var,5692,named_in_pool,True,,,-120.9508,38.4133,6965,3769,306.5725592683387,-8.0,recovered from SW_IN_POT,11.125296235380448,0,30,175392,https://doi.org/10.17190/AMF/1993904,3-5,GRA,AMF_US-Var_FLUXNET_FULLSET_HH_2000-2021_3-5.csv,
US-Vcm,6112,named_in_pool,True,,,-106.5321,35.8884,8696,3466,282.44270253884815,-7.0,recovered from SW_IN_POT,11.312554725688114,0,30,210432,https://doi.org/10.17190/AMF/2229391,4-7,ENF,AMF_US-Vcm_FLUXNET_FULLSET_HH_2007-2023_4-7.csv,
US-Vcp,6115,named_in_pool,True,,,-106.5967,35.8642,8688,3463,204.39022934013616,-7.0,recovered from SW_IN_POT,11.30090912711531,0,30,228000,https://doi.org/10.17190/AMF/2229392,5-7,ENF,AMF_US-Vcp_FLUXNET_FULLSET_HH_2007-2024_5-7.csv,
US-WPT,5162,pool_input_list,True,,,-82.9962,41.4646,11520,4135,235.37689038307306,-5.0,recovered from SW_IN_POT,11.141408302831644,0,30,35136,https://doi.org/10.17190/AMF/2229402,5-7,WET,AMF_US-WPT_FLUXNET_FULLSET_HH_2011-2013_5-7.csv,
US-Whs,6813,named_in_pool,True,,,-110.0522,31.7438,8273,2969,292.9009196425984,-7.0,recovered from SW_IN_POT,11.441449859013511,0,30,157872,https://doi.org/10.17190/AMF/1984574,3-5,OSH,AMF_US-Whs_FLUXNET_FULLSET_HH_2007-2020_3-5.csv,
US-Wjs,6349,named_in_pool,True,,,-105.8615,34.4255,8776,3291,418.0352040280994,-7.0,recovered from SW_IN_POT,11.347482840462375,0,30,228000,https://doi.org/10.17190/AMF/1871146,4-7,SAV,AMF_US-Wjs_FLUXNET_FULLSET_HH_2007-2024_4-7.csv,
US-Wkg,6815,named_in_pool,True,,,-109.9419,31.7365,8286,2968,388.3576161402302,-7.0,recovered from SW_IN_POT,11.410491338250797,0,30,228000,https://doi.org/10.17190/AMF/1984575,4-7,GRA,AMF_US-Wkg_FLUXNET_FULLSET_HH_2004-2024_4-7.csv,
US-YK2,2060,pool_input_list,True,,,-163.259,61.2548,1888,6510,199.98744157742527,-9.0,recovered from SW_IN_POT,8.760672220767143,0,30,105216,https://doi.org/10.17190/AMF/2469476,4-7,WET,AMF_US-YK2_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xAB,4377,same_cell,True,,,-122.3303,45.7624,6800,4651,88.55308190156703,-8.0,recovered from SW_IN_POT,10.770698995803853,0,30,105216,https://doi.org/10.17190/AMF/2229403,5-7,ENF,AMF_US-xAB_FLUXNET_FULLSET_HH_2019-2024_5-7.csv,
US-xAE,6183,same_cell,True,,,-99.0588,35.4106,9592,3409,396.45924316701866,-6.0,recovered from SW_IN_POT,11.339571764206744,0,30,105216,https://doi.org/10.17190/AMF/1985434,4-7,GRA,AMF_US-xAE_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xBA,341,same_cell,True,,,-156.6194,71.2824,2685,7713,363.0441592774182,-9.0,recovered from SW_IN_POT,2.7262108444859168,0,30,105216,https://doi.org/10.17190/AMF/2229404,4-7,WET,AMF_US-xBA_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xBL,5584,same_cell,True,,,-78.0716,39.0603,12111,3847,253.51290051552007,-5.0,recovered from SW_IN_POT,11.257469117569944,0,30,105216,https://doi.org/10.17190/AMF/2229405,4-7,DBF,AMF_US-xBL_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xBN,1364,same_cell,True,,,-147.5026,65.154,3779,6978,75.58115617750214,-9.0,recovered from SW_IN_POT,8.179021406810113,0,30,105216,https://doi.org/10.17190/AMF/2229406,4-7,ENF,AMF_US-xBN_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xBR,4705,same_cell,False,not primary: US-Bar is,,-71.2873,44.0639,12925,4447,156.386986345502,-5.0,recovered from SW_IN_POT,10.99412406766762,0,30,105216,https://doi.org/10.17190/AMF/1881598,4-7,DBF,AMF_US-xBR_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xCL,6491,same_cell,True,,,-97.57,33.4012,9771,3168,338.95915431715935,-6.0,recovered from SW_IN_POT,11.492803864253467,0,30,105216,https://doi.org/10.17190/AMF/1985435,4-7,GRA,AMF_US-xCL_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xCP,5275,same_cell,True,,,-104.7456,40.8155,8910,4057,334.0548168175823,-7.0,recovered from SW_IN_POT,11.120207193944756,0,30,105216,https://doi.org/10.17190/AMF/1985436,4-7,GRA,AMF_US-xCP_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xDC,4102,same_cell,True,,,-99.1066,47.1617,9587,4819,204.3289506433677,-6.0,recovered from SW_IN_POT,10.710973203751024,0,30,105216,https://doi.org/10.17190/AMF/1985437,4-7,GRA,AMF_US-xDC_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xDJ,1622,same_cell,True,,,-145.7514,63.8811,3989,6825,254.01505451408667,-9.0,recovered from SW_IN_POT,8.436785465269272,0,30,105216,https://doi.org/10.17190/AMF/2229407,5-7,ENF,AMF_US-xDJ_FLUXNET_FULLSET_HH_2019-2024_5-7.csv,
US-xDL,6656,same_cell,True,,,-87.8039,32.5417,10943,3065,460.40367981764496,-6.0,recovered from SW_IN_POT,11.4541176210051,0,30,105216,https://doi.org/10.17190/AMF/1985438,4-7,MF,AMF_US-xDL_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xDS,,,False,,no pool site: no site names the tower and its cell holds no pool point,-81.4362,28.125,11707,2534,,-5.0,recovered from SW_IN_POT,11.572407395286353,0,30,105216,https://doi.org/10.17190/AMF/1985439,4-7,CVM,AMF_US-xDS_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xGR,6141,same_cell,True,,,-83.5019,35.689,11459,3442,264.05613679437016,-5.0,recovered from SW_IN_POT,11.318104914841227,0,30,105216,https://doi.org/10.17190/AMF/1985440,4-7,DBF,AMF_US-xGR_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xHA,4977,same_cell,False,not primary: US-Ha1 is,,-72.1727,42.5369,12819,4264,166.82869601515102,-5.0,recovered from SW_IN_POT,11.015727283412927,0,30,105216,https://doi.org/10.17190/AMF/1985441,4-7,DBF,AMF_US-xHA_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xHE,1621,same_cell,True,,,-149.2133,63.8757,3574,6825,387.56846090129403,-9.0,recovered from SW_IN_POT,8.403956181248324,0,30,105216,https://doi.org/10.17190/AMF/1985442,4-7,OSH,AMF_US-xHE_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xJE,6932,same_cell,True,,,-84.4686,31.1948,11343,2903,241.65087172356917,-5.0,recovered from SW_IN_POT,11.52375808879827,0,30,105216,https://doi.org/10.17190/AMF/1985443,4-7,ENF,AMF_US-xJE_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xJR,6645,same_cell,True,,,-106.8425,32.5907,8658,3070,473.4099578506609,-7.0,recovered from SW_IN_POT,11.430295120896442,0,30,105216,https://doi.org/10.17190/AMF/2229408,5-7,OSH,AMF_US-xJR_FLUXNET_FULLSET_HH_2019-2024_5-7.csv,
US-xKA,5572,same_cell,True,,,-96.6129,39.1104,9886,3853,236.14527619935328,-6.0,recovered from SW_IN_POT,11.172738412843492,0,30,105216,https://doi.org/10.17190/AMF/1985444,4-7,GRA,AMF_US-xKA_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xKZ,5575,same_cell,True,,,-96.5631,39.1008,9892,3852,378.0200105493386,-6.0,recovered from SW_IN_POT,11.184552158861345,0,30,105216,https://doi.org/10.17190/AMF/1985445,4-7,GRA,AMF_US-xKZ_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xMB,5711,same_cell,True,,,-109.3883,38.2483,8353,3749,282.90699285073794,-7.0,recovered from SW_IN_POT,11.245937636980718,0,30,105216,https://doi.org/10.17190/AMF/1985446,4-7,OSH,AMF_US-xMB_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xML,5876,same_cell,True,,,-80.5248,37.3783,11817,3645,363.4453004587895,-5.0,recovered from SW_IN_POT,11.326820734927178,0,30,105216,https://doi.org/10.17190/AMF/1985447,4-7,DBF,AMF_US-xML_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xNG,4170,same_cell,True,,,-100.9154,46.7697,9370,4772,254.27729386363293,-6.0,recovered from SW_IN_POT,10.751531641271303,0,30,105216,https://doi.org/10.17190/AMF/1985448,4-7,GRA,AMF_US-xNG_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xNQ,5377,same_cell,True,,,-112.4524,40.1776,7985,3981,230.0878538219729,-7.0,recovered from SW_IN_POT,11.104876504102537,0,30,87696,https://doi.org/10.17190/AMF/1985449,4-7,OSH,AMF_US-xNQ_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xNW,5406,same_cell,True,,,-105.5824,40.0543,8810,3966,275.5042251025409,-7.0,recovered from SW_IN_POT,11.153964494503155,-1,30,105216,https://doi.org/10.17190/AMF/2571112,3-7,ENF,AMF_US-xNW_FLUXNET_FULLSET_HH_2019-2024_3-7.csv,"measured shortwave sits -30 minutes from SW_IN_POT, within the check's tolerance of one half-hour step"
US-xRM,5361,same_cell,True,,,-105.5459,40.2759,8814,3993,363.39305434925086,-7.0,recovered from SW_IN_POT,11.140675588781026,0,30,105216,https://doi.org/10.17190/AMF/1985450,4-7,ENF,AMF_US-xRM_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xRN,6099,same_cell,True,,,-84.2826,35.9641,11366,3475,356.4240394032059,-5.0,recovered from SW_IN_POT,11.353888124857917,0,30,105216,https://doi.org/10.17190/AMF/2571119,3-7,DBF,AMF_US-xRN_FLUXNET_FULLSET_HH_2019-2024_3-7.csv,
US-xSB,7179,same_cell,True,,,-81.9934,29.6893,11640,2722,308.72826003617183,-5.0,recovered from SW_IN_POT,11.589614621979827,0,30,105216,https://doi.org/10.17190/AMF/1985451,4-7,ENF,AMF_US-xSB_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xSC,5609,same_cell,True,,,-78.1395,38.8929,12103,3827,369.3113730803543,-5.0,recovered from SW_IN_POT,11.252637807469187,0,30,105216,https://doi.org/10.17190/AMF/2229409,4-7,DBF,AMF_US-xSC_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xSE,5612,same_cell,True,,,-76.56,38.8901,12292,3826,361.0738572115658,-5.0,recovered from SW_IN_POT,11.226866805704521,0,30,105216,https://doi.org/10.17190/AMF/1985452,4-7,DBF,AMF_US-xSE_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xSJ,5916,same_cell,True,,,-119.7323,37.1088,7112,3613,496.49819204201015,-8.0,recovered from SW_IN_POT,11.145535521448343,0,30,105216,https://doi.org/10.17190/AMF/2229410,4-7,SAV,AMF_US-xSJ_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xSL,5328,same_cell,True,,,-103.0293,40.4619,9116,4015,67.76118243764157,-7.0,recovered from SW_IN_POT,11.112691655044475,0,30,105216,https://doi.org/10.17190/AMF/2229411,5-7,CRO,AMF_US-xSL_FLUXNET_FULLSET_HH_2019-2024_5-7.csv,
US-xSR,6771,same_cell,True,,,-110.8355,31.9107,8179,2989,275.2809526675769,-7.0,recovered from SW_IN_POT,11.462826094381757,0,30,105216,https://doi.org/10.17190/AMF/1985453,4-7,OSH,AMF_US-xSR_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xST,4431,same_cell,True,,,-89.5864,45.5089,10729,4621,409.5035697169844,-6.0,recovered from SW_IN_POT,10.810769350515345,0,30,105216,https://doi.org/10.17190/AMF/1985454,4-7,DBF,AMF_US-xST_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xTA,6567,same_cell,True,,,-87.3933,32.9505,10992,3114,471.42612893207667,-6.0,recovered from SW_IN_POT,11.39753058560188,0,30,105216,https://doi.org/10.17190/AMF/1985455,4-7,ENF,AMF_US-xTA_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xTL,695,same_cell,True,,,-149.3705,68.6611,3555,7399,156.37249608523095,-9.0,recovered from SW_IN_POT,6.095401419364952,0,30,105216,https://doi.org/10.17190/AMF/2469475,4-7,WET,AMF_US-xTL_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xTR,4435,same_cell,True,,,-89.5857,45.4937,10729,4619,275.7385845741004,-6.0,recovered from SW_IN_POT,10.811767058077772,0,30,105216,https://doi.org/10.17190/AMF/1985456,4-7,DBF,AMF_US-xTR_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xUK,5588,same_cell,True,,,-95.1921,39.0404,10056,3844,455.9976816195663,-6.0,recovered from SW_IN_POT,11.159894637442346,0,30,105216,https://doi.org/10.17190/AMF/1985457,4-7,DBF,AMF_US-xUK_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xUN,4254,same_cell,True,,,-89.5373,46.2339,10735,4708,400.71377731601785,-6.0,recovered from SW_IN_POT,10.759002870409304,0,30,105216,https://doi.org/10.17190/AMF/1985458,4-7,MF,AMF_US-xUN_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
US-xWD,4113,same_cell,True,,,-99.2414,47.1282,9571,4815,313.9793405240967,-6.0,recovered from SW_IN_POT,10.705465017980341,0,30,105216,https://doi.org/10.17190/AMF/2229412,5-7,GRA,AMF_US-xWD_FLUXNET_FULLSET_HH_2019-2024_5-7.csv,
US-xWR,4360,same_cell,True,,,-121.9519,45.8205,6845,4658,179.61841241171663,-8.0,recovered from SW_IN_POT,10.734668807884512,0,30,105216,https://doi.org/10.17190/AMF/2571118,3-7,ENF,AMF_US-xWR_FLUXNET_FULLSET_HH_2019-2024_3-7.csv,
US-xYE,4527,same_cell,True,,,-110.5391,44.9535,8215,4554,146.09505292029837,-7.0,recovered from SW_IN_POT,10.84824112836118,0,30,105216,https://doi.org/10.17190/AMF/1985459,4-7,ENF,AMF_US-xYE_FLUXNET_FULLSET_HH_2019-2024_4-7.csv,
